,restaurant,online_order,book_table,rating,votes,cuisines,average_cost,restaurant_type,locality
38462,CafMor'ish,Yes,No,4.1,117,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Desserts,Lavelle Road
38463,Lakeview Milkbar,No,No,4.0,1460,"Desserts, Fast Food, Beverages",450.0,Desserts,Lavelle Road
38464,IceBreakers,No,No,4.3,185,"Desserts, Ice Cream",500.0,Desserts,Lavelle Road
38465,The Flying Squirrel,No,No,4.0,27,Cafe,450.0,Desserts,Lavelle Road
38466,Nossa Goa,Yes,Yes,4.1,300,"Goan, Seafood, Konkan, Desserts",1000.0,Desserts,Lavelle Road
38467,Happy Belly Bakes,Yes,No,4.1,118,"Cafe, Bakery",500.0,Desserts,Lavelle Road
38468,XO Belgian Waffle,Yes,No,4.5,221,"Desserts, Beverages",450.0,Desserts,Lavelle Road
38470,Koshy's,No,No,3.6,53,"Bakery, Fast Food",300.0,Desserts,Lavelle Road
38471,Haji Ali Juice Centre,Yes,No,4.1,79,"Fast Food, Pizza, Rolls, Beverages, Juices",350.0,Desserts,Lavelle Road
38472,The Waffle Press,Yes,No,4.3,120,"Desserts, Ice Cream",400.0,Desserts,Lavelle Road
38473,Sugar & Spice - Taj MG Road Bengaluru,No,No,4.0,79,Desserts,800.0,Desserts,Lavelle Road
38474,Anand Sweets and Savouries,No,No,4.0,185,"Mithai, Fast Food",400.0,Desserts,Lavelle Road
38475,WAFL Caf,Yes,No,3.9,87,"Desserts, Beverages, American",400.0,Desserts,Lavelle Road
38476,All Saints Bakery,No,No,3.6,23,Bakery,200.0,Desserts,Lavelle Road
38477,Munchies,Yes,No,3.9,65,"Fast Food, Bakery",250.0,Desserts,Lavelle Road
38478,Mad Over Donuts,Yes,No,3.9,148,"Bakery, Desserts, Beverages",450.0,Desserts,Lavelle Road
38479,Rawal Jalebi,Yes,No,3.5,9,Desserts,100.0,Desserts,Lavelle Road
38480,Frozen Bottle,Yes,No,3.7,19,"Beverages, Desserts, Ice Cream",400.0,Desserts,Lavelle Road
38481,Fatima Bakery,No,No,3.7,14,"Bakery, Fast Food",300.0,Desserts,Lavelle Road
38483,Tewari Bros Mithai Shoppie,Yes,No,3.8,59,"Fast Food, Mithai",300.0,Desserts,Lavelle Road
38484,Iyengars' Bakery,No,No,3.4,14,Bakery,200.0,Desserts,Lavelle Road
38485,Just Bake,Yes,No,3.5,33,Bakery,400.0,Desserts,Lavelle Road
38486,Bowring Kulfi,No,No,4.0,100,"Ice Cream, Desserts",150.0,Desserts,Lavelle Road
38487,Yauatcha Ptisserie,Yes,No,3.9,58,Desserts,600.0,Desserts,Lavelle Road
38488,Santhanam Sweets & Savouries,No,No,3.9,36,"Mithai, Street Food",150.0,Desserts,Lavelle Road
38489,Sreeraj Lassi Bar,Yes,No,3.9,61,"Beverages, Desserts, Juices",150.0,Desserts,Lavelle Road
38490,ZOROY Luxury Chocolate,Yes,No,4.0,68,Desserts,250.0,Desserts,Lavelle Road
38491,Shilpa Veg,No,No,3.6,37,"South Indian, Street Food, Beverages, Desserts",250.0,Desserts,Lavelle Road
38492,Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,132,Ice Cream,180.0,Desserts,Lavelle Road
38493,Kanti Sweets,Yes,No,3.9,103,"Mithai, Street Food",400.0,Desserts,Lavelle Road
38494,Sri Jayalakshmi Bakery,No,No,3.3,5,"Bakery, Beverages",250.0,Desserts,Lavelle Road
38496,Sweet Chariot,Yes,No,3.5,9,"Bakery, Fast Food",500.0,Desserts,Lavelle Road
38497,Excelsior Bakery,No,No,3.6,15,Bakery,100.0,Desserts,Lavelle Road
38498,Cookie Man,Yes,No,3.4,36,Bakery,150.0,Desserts,Lavelle Road
38499,Drunken Monkey,Yes,No,4.0,122,"Beverages, Fast Food",500.0,Desserts,Lavelle Road
38500,Baskin Robbins,Yes,No,3.5,36,"Ice Cream, Desserts",250.0,Desserts,Lavelle Road
38501,Daily Bite,No,No,3.5,14,"Desserts, Fast Food",250.0,Desserts,Lavelle Road
38503,Natural Ice Cream,No,No,4.2,222,"Ice Cream, Beverages",200.0,Desserts,Lavelle Road
38504,Krispy Kreme,Yes,No,4.0,47,"Desserts, Beverages",300.0,Desserts,Lavelle Road
38505,Ooty Chocolates,Yes,No,3.5,17,Desserts,300.0,Desserts,Lavelle Road
38506,Surya Bakery,No,No,3.5,22,Bakery,200.0,Desserts,Lavelle Road
38507,Take A Break,No,No,3.4,7,North Indian,600.0,Desserts,Lavelle Road
38508,Croons,No,No,3.8,26,Desserts,350.0,Desserts,Lavelle Road
38509,MiniMelts,No,No,3.9,66,Ice Cream,200.0,Desserts,Lavelle Road
38510,Gelato Italiano,Yes,No,3.0,40,"Ice Cream, Bakery, Desserts",200.0,Desserts,Lavelle Road
38511,Lassi Shop,Yes,No,3.7,17,"Beverages, Ice Cream",200.0,Desserts,Lavelle Road
38513,Aubree,Yes,No,3.2,6,"Cafe, Bakery",400.0,Desserts,Lavelle Road
38514,Up Bhavan,No,No,3.4,6,"Mithai, Street Food",150.0,Desserts,Lavelle Road
38515,Ice N Spice,No,No,3.7,17,Desserts,200.0,Desserts,Lavelle Road
38516,Snow Gola,No,No,3.7,17,Desserts,150.0,Desserts,Lavelle Road
38517,Mishra Pedha,No,No,3.3,4,"Mithai, Bakery",300.0,Desserts,Lavelle Road
38521,Me And My Cake,No,No,3.3,4,"Bakery, Desserts",500.0,Desserts,Lavelle Road
38527,The Sugar Therapy,No,No,3.8,26,"Desserts, Bakery",500.0,Desserts,Lavelle Road
38528,Delhi Bhavan,No,No,3.3,11,"Street Food, Mithai",150.0,Desserts,Lavelle Road
38529,S R & Sons Bakery,No,No,3.5,10,Bakery,100.0,Desserts,Lavelle Road
38530,Deli Counter - Gateway Hotel,No,No,3.5,6,Bakery,500.0,Desserts,Lavelle Road
38533,Brea,No,No,3.2,7,Bakery,300.0,Desserts,Lavelle Road
38535,Le Chri,No,No,3.8,33,"Bakery, Desserts",350.0,Desserts,Lavelle Road
38536,Bhaiyaji Food Court,No,No,3.4,27,"North Indian, Mithai",300.0,Desserts,Lavelle Road
38538,Arya Bhavan Sweets,No,No,3.2,6,"Mithai, Street Food, North Indian",300.0,Desserts,Lavelle Road
38542,Ibaco,Yes,No,4.0,93,Desserts,300.0,Desserts,Lavelle Road
38543,Sweet Truth,Yes,No,4.0,49,"Bakery, Desserts",500.0,Desserts,Lavelle Road
38544,The Belgian Waffle Co.,Yes,No,3.7,75,"Desserts, Beverages",350.0,Desserts,Lavelle Road
38545,Ganache - The Ritz-Carlton,No,No,3.9,50,Bakery,600.0,Desserts,Lavelle Road
38546,Berrylicious Cafe,Yes,No,4.1,129,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0,Desserts,Lavelle Road
38547,Tea and Wine Lounge,No,No,3.6,12,"Cafe, Tea, Desserts",800.0,Desserts,Lavelle Road
38549,Hammered,Yes,Yes,4.7,4811,"North Indian, Thai, Japanese, Continental, Cafe",1300.0,Desserts,Lavelle Road
38550,The Culinarium,No,No,4.0,31,"Cafe, Desserts, Beverages",1100.0,Desserts,Lavelle Road
38551,Dolci Desserts,Yes,No,4.3,657,"Cafe, Desserts",750.0,Desserts,Lavelle Road
38552,Marzipan Cafe & Bakery,Yes,No,4.2,443,"Cafe, Mediterranean, Bakery, Greek, Beverages",700.0,Desserts,Lavelle Road
38553,Banaras Sweet House,No,No,3.7,24,"Mithai, Fast Food",100.0,Desserts,Lavelle Road
38554,Bangalore Masala House,Yes,No,4.1,257,"Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",500.0,Desserts,Lavelle Road
38555,L'inoui,Yes,No,4.1,33,Desserts,400.0,Desserts,Lavelle Road
38556,Sangam Sweets,Yes,No,4.0,122,"Mithai, Street Food",200.0,Desserts,Lavelle Road
38557,Mantap Ice Cream,No,No,3.5,7,Desserts,200.0,Desserts,Lavelle Road
38558,Sri Rama Vilas Sweets,No,No,3.8,31,Mithai,150.0,Desserts,Lavelle Road
38559,The Lobby Brew - Conrad Bengaluru,No,Yes,3.8,25,"Cafe, North Indian, Fast Food",2200.0,Desserts,Lavelle Road
38560,Brownie Heaven,Yes,No,4.2,34,"Desserts, Fast Food",300.0,Desserts,Lavelle Road
38561,Jodhpur Sweets,No,No,3.7,15,"Mithai, Street Food",250.0,Desserts,Lavelle Road
38562,The French Loaf,Yes,No,2.9,48,"Bakery, Desserts, Sandwich",400.0,Desserts,Lavelle Road
38565,Shilpa Gulati's Desserts,No,No,3.6,16,Bakery,600.0,Desserts,Lavelle Road
38566,The Bakery World,No,No,3.2,5,"Bakery, Desserts",250.0,Desserts,Lavelle Road
38567,Cake of the Day,No,No,3.5,19,Bakery,150.0,Desserts,Lavelle Road
38570,JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2133,"North Indian, Continental, Italian",2200.0,Dine-out,Lavelle Road
38571,Spice Terrace - JW Marriott,No,Yes,4.3,766,"North Indian, Seafood",3000.0,Dine-out,Lavelle Road
38572,Matsuri - The Chancery Hotel,No,Yes,4.4,184,Japanese,1800.0,Dine-out,Lavelle Road
38573,Skyye,No,Yes,4.2,3130,Continental,2500.0,Dine-out,Lavelle Road
38574,Kaz,No,Yes,4.4,885,"Asian, Japanese, Thai",3000.0,Dine-out,Lavelle Road
38575,Shiro,Yes,Yes,4.4,2239,"Japanese, Asian",3000.0,Dine-out,Lavelle Road
38576,Farzi Cafe,No,No,4.4,2421,Modern Indian,1500.0,Dine-out,Lavelle Road
38577,Fava,No,Yes,4.4,2052,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0,Dine-out,Lavelle Road
38578,Soda Bottle Opener Wala,Yes,Yes,4.4,3702,"Parsi, North Indian",1300.0,Dine-out,Lavelle Road
38579,Sunny's,No,Yes,4.1,1339,"European, Italian, Seafood, Continental",2100.0,Dine-out,Lavelle Road
38580,The Biere Club,Yes,Yes,4.3,3492,"Continental, BBQ, Finger Food",1700.0,Dine-out,Lavelle Road
38581,Smoke House Deli,Yes,No,4.6,2513,"European, Italian, Desserts, Salad, Juices, Steak",1600.0,Dine-out,Lavelle Road
38582,Sanchez,No,No,4.3,1043,"Mexican, Tex-Mex",1500.0,Dine-out,Lavelle Road
38583,Caperberry,No,Yes,4.6,1438,"Spanish, Italian, Mediterranean, European, Salad",2200.0,Dine-out,Lavelle Road
38584,Rasovara,Yes,Yes,4.3,772,"Rajasthani, North Indian",1400.0,Dine-out,Lavelle Road
38586,Toscano,Yes,Yes,4.4,1849,"Italian, Salad",1500.0,Dine-out,Lavelle Road
38587,Tree Tops Bar & Kitchen,No,Yes,4.4,131,"North Indian, Chinese, Continental, Italian",1000.0,Dine-out,Lavelle Road
38588,The Spice Bazaar,No,Yes,4.2,337,"North Indian, Mughlai",1000.0,Dine-out,Lavelle Road
38589,BBQ'D - Global Grill & Brewery,No,No,4.3,461,"BBQ, North Indian",1500.0,Dine-out,Lavelle Road
38590,Cafe Noir,No,Yes,4.2,2079,"European, French, Salad",1500.0,Dine-out,Lavelle Road
38591,Sriracha,No,No,4.3,696,"Thai, Chinese, Indonesian, Asian, Momos",1500.0,Dine-out,Lavelle Road
38592,The Rice Bowl,Yes,Yes,4.3,509,"Chinese, Momos",1300.0,Dine-out,Lavelle Road
38593,Bootlegger,No,No,4.1,1545,"Continental, Steak",1200.0,Dine-out,Lavelle Road
38594,Cafe Mangii,Yes,Yes,4.3,1052,"Italian, Continental, Pizza",1600.0,Dine-out,Lavelle Road
38595,EatWater,Yes,No,4.2,121,North Eastern,1000.0,Dine-out,Lavelle Road
38596,Cafe Coffee Day The Square,No,No,4.1,388,Cafe,1100.0,Dine-out,Lavelle Road
38597,Konark Vegetarian Restaurant,No,No,3.9,156,"North Indian, Chinese, Continental, South Indian",600.0,Dine-out,Lavelle Road
38598,The Blackboard Bakery,No,Yes,3.7,93,"Cafe, Bakery, Continental",1000.0,Dine-out,Lavelle Road
38599,Fresh Pressery Cafe,No,No,4.1,104,"Cafe, Italian, Healthy Food",1200.0,Dine-out,Lavelle Road
38600,South Parade - The Chancery Hotel,No,No,3.1,122,"North Indian, Continental, Chinese",1200.0,Dine-out,Lavelle Road
38601,Atomic Lab,No,No,3.5,56,"Asian, North Indian, Continental",1800.0,Dine-out,Lavelle Road
38602,Bar UNO - JW Marriott Bengaluru,No,No,3.9,73,Spanish,2500.0,Dine-out,Lavelle Road
38604,Soul City,No,No,3.8,216,"Italian, Chinese, Continental, North Indian, Seafood, Thai",2000.0,Dine-out,Lavelle Road
38605,Ozaa,No,No,3.8,34,"Mediterranean, American, Asian",1700.0,Dine-out,Lavelle Road
38606,Glen's Bakehouse,Yes,No,4.4,1106,"Bakery, Cafe, Italian, Desserts",600.0,Dine-out,Lavelle Road
38607,Airlines Hotel,Yes,No,4.0,869,"South Indian, North Indian, Street Food",400.0,Dine-out,Lavelle Road
38608,Mathsya Darshini,No,No,3.2,57,"Seafood, Mangalorean",350.0,Dine-out,Lavelle Road
38609,Subway,Yes,No,3.9,107,"Healthy Food, Sandwich, Salad",500.0,Dine-out,Lavelle Road
38611,The 13th Floor,No,Yes,4.4,4605,"Asian, North Indian, Thai",1700.0,Dine-out,Lavelle Road
38612,Olive Bar And Kitchen,No,Yes,4.6,2211,"Mediterranean, European, Salad",1800.0,Dine-out,Lavelle Road
38613,Chutney Chang,Yes,Yes,4.2,4748,"North Indian, Chinese, BBQ",1500.0,Dine-out,Lavelle Road
38614,Communiti,No,No,4.6,3998,"Continental, BBQ, Salad",1500.0,Dine-out,Lavelle Road
38615,Ebony,Yes,Yes,4.3,3150,"North Indian, South Indian",1500.0,Dine-out,Lavelle Road
38616,Arbor Brewing Company,No,Yes,4.5,8402,"American, Continental",2000.0,Dine-out,Lavelle Road
38617,Nagarjuna,No,No,4.3,1789,"Andhra, Biryani",800.0,Dine-out,Lavelle Road
38618,Yauatcha,No,Yes,4.6,2369,"Chinese, Asian, Cantonese, Tea",2800.0,Dine-out,Lavelle Road
38619,Hyderabad Biryaani House,No,No,4.2,1363,"Biryani, North Indian, Chinese",700.0,Dine-out,Lavelle Road
38620,Brik Oven,No,No,4.6,2289,"Cafe, Pizza, Beverages",1100.0,Dine-out,Lavelle Road
38621,The Permit Room,No,No,4.5,1597,South Indian,1500.0,Dine-out,Lavelle Road
38622,The Tao Terraces,Yes,Yes,3.9,1937,"Thai, Japanese, Korean, Burmese, Chinese",2100.0,Dine-out,Lavelle Road
38623,ShakesBierre,No,Yes,4.3,343,"Asian, Continental, European, North Indian",1500.0,Dine-out,Lavelle Road
38624,NoLimmits Lounge and Club,Yes,Yes,4.1,2144,"Chinese, Continental, North Indian",2000.0,Dine-out,Lavelle Road
38625,Rim Naam - The Oberoi,No,No,4.6,986,Thai,3000.0,Dine-out,Lavelle Road
38626,Hard Rock Cafe,No,Yes,4.5,5281,"American, BBQ",2500.0,Dine-out,Lavelle Road
38627,Karavalli - The Gateway Hotel,No,Yes,4.5,681,"Mangalorean, Konkan, Seafood, Kerala",3500.0,Dine-out,Lavelle Road
38628,MISU,Yes,Yes,4.5,1238,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0,Dine-out,Lavelle Road
38629,Bangalore Brew Works,No,Yes,4.3,2230,"Continental, Italian",1700.0,Dine-out,Lavelle Road
38630,Church Street Social,Yes,No,4.3,7568,"American, North Indian, Chinese, Finger Food, Momos",1500.0,Dine-out,Lavelle Road
38631,Oh! Calcutta,Yes,Yes,4.4,1124,"Bengali, Seafood",1200.0,Dine-out,Lavelle Road
38632,Toast & Tonic,No,Yes,4.6,1091,"European, Asian",1500.0,Dine-out,Lavelle Road
38633,The Bar Stock Exchange,No,No,4.2,634,"Continental, Chinese, North Indian, Finger Food",1300.0,Dine-out,Lavelle Road
38634,Cafe Azzure,Yes,Yes,4.2,2720,"Cafe, Continental, Italian, Burger",1200.0,Dine-out,Lavelle Road
38635,Koshy's,No,No,3.9,2328,"South Indian, North Indian, Chinese, Beverages",700.0,Dine-out,Lavelle Road
38636,The Bangalore Cafe,Yes,Yes,4.2,508,"Modern Indian, North Indian, Pizza, Continental, Beverages",800.0,Dine-out,Lavelle Road
38637,Samarkand,No,Yes,4.1,2049,"North Indian, Mughlai",1600.0,Dine-out,Lavelle Road
38638,Carnatic,No,Yes,4.2,187,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000.0,Dine-out,Lavelle Road
38639,SkyDeck By Sherlock's,No,Yes,4.2,1452,"Continental, Chinese, Finger Food, North Indian",1500.0,Dine-out,Lavelle Road
38640,Green Theory,Yes,Yes,4.2,2854,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,Dine-out,Lavelle Road
38641,Alchemy - The Chancery Pavilion,No,Yes,4.3,476,Modern Indian,2000.0,Dine-out,Lavelle Road
38642,Portland Steakhouse & Cafe,Yes,Yes,4.3,2047,"Steak, Italian, Continental, American, Burger, BBQ, Salad",1500.0,Dine-out,Lavelle Road
38643,1Q1,No,Yes,4.3,605,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0,Dine-out,Lavelle Road
38644,Tandoor,Yes,Yes,3.9,1370,North Indian,2100.0,Dine-out,Lavelle Road
38645,The Only Place,Yes,Yes,4.2,2930,"Italian, American, Steak, Continental, BBQ, Salad",1000.0,Dine-out,Lavelle Road
38646,RockSalt,Yes,Yes,4.4,493,Modern Indian,1900.0,Dine-out,Lavelle Road
38647,Mainland China,Yes,Yes,4.5,1418,Chinese,1700.0,Dine-out,Lavelle Road
38648,Harima,No,Yes,4.3,671,Japanese,2000.0,Dine-out,Lavelle Road
38649,Hae Kum Gang,No,Yes,4.5,1204,"Korean, Chinese, Japanese",1100.0,Dine-out,Lavelle Road
38650,Double Decker,No,Yes,4.3,2698,"Continental, North Indian",1300.0,Dine-out,Lavelle Road
38651,Meghana Foods,Yes,No,4.3,2151,"Biryani, Andhra, North Indian, Seafood",600.0,Dine-out,Lavelle Road
38653,Truffles,No,No,4.5,3589,"Cafe, American, Burger, Steak",900.0,Dine-out,Lavelle Road
38654,Sotally Tober,No,Yes,4.4,211,"Asian, Burger, Chinese, Finger Food",1200.0,Dine-out,Lavelle Road
38655,CafFelix,Yes,Yes,4.4,721,"American, Cafe, Continental",1700.0,Dine-out,Lavelle Road
38656,Mahesh Lunch Home,Yes,Yes,4.1,864,"Seafood, Mangalorean, North Indian, Chinese",1400.0,Dine-out,Lavelle Road
38657,Hoppipola,No,No,4.3,1720,"Continental, Mediterranean, European",1300.0,Dine-out,Lavelle Road
38658,The White Room - Coffee & Kitchen,No,Yes,4.1,1730,"Cafe, Continental, American, Desserts",1000.0,Dine-out,Lavelle Road
38659,Matteo Coffea,No,No,4.4,2645,Cafe,600.0,Dine-out,Lavelle Road
38660,Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,688,"European, Continental, Chinese, Thai",2500.0,Dine-out,Lavelle Road
38661,Sakae Japanese Restaurant,No,Yes,4.3,531,Japanese,1400.0,Dine-out,Lavelle Road
38662,KC Das,Yes,No,3.9,376,"Mithai, Street Food",200.0,Dine-out,Lavelle Road
38663,Chianti,No,Yes,4.5,302,Italian,1500.0,Dine-out,Lavelle Road
38664,Green Onion,No,No,4.3,1189,Chinese,550.0,Dine-out,Lavelle Road
38665,Empire Restaurant,Yes,No,4.4,2131,"North Indian, Mughlai, South Indian, Chinese",750.0,Dine-out,Lavelle Road
38666,Bangalore Pub Exchange,No,Yes,4.2,221,"Continental, Finger Food, Pizza, North Indian",1000.0,Dine-out,Lavelle Road
38667,The Barn - Bar & Kitchen,No,Yes,4.2,254,"American, North Indian, Chinese",1500.0,Dine-out,Lavelle Road
38668,Le Jardin - The Oberoi,No,No,4.3,696,"European, Mediterranean, North Indian",3000.0,Dine-out,Lavelle Road
38669,BBQ@52,No,Yes,3.8,51,"BBQ, Biryani, Continental",1500.0,Dine-out,Lavelle Road
38670,Bang - The Ritz-Carlton,No,Yes,4.2,477,Finger Food,3000.0,Dine-out,Lavelle Road
38671,Easy Tiger,No,No,4.3,2264,"Finger Food, Continental",1100.0,Dine-out,Lavelle Road
38672,Bheema's,Yes,No,4.0,785,Andhra,650.0,Dine-out,Lavelle Road
38673,Capri Gastrobar,No,Yes,4.3,299,"Mediterranean, Italian, Asian",1200.0,Dine-out,Lavelle Road
38674,Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,568,"North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0,Dine-out,Lavelle Road
38675,Salvadores,No,Yes,4.4,193,"Mediterranean, Continental, French, Italian",2000.0,Dine-out,Lavelle Road
38676,Samrat Restaurant,No,No,4.1,491,"South Indian, North Indian",600.0,Dine-out,Lavelle Road
38677,The Open Box,Yes,Yes,4.2,2286,"European, North Indian, Mediterranean, Asian, Salad",1400.0,Dine-out,Lavelle Road
38678,Russh Gastropub,No,No,4.2,1330,"Continental, Italian, Burger",1100.0,Dine-out,Lavelle Road
38679,Blue Ginger - The Taj West End,No,Yes,4.4,516,Vietnamese,3200.0,Dine-out,Lavelle Road
38680,Smally's Resto Cafe,Yes,No,4.2,3569,"Cafe, Italian, Burger, American, Steak",650.0,Dine-out,Lavelle Road
38681,BLOW,Yes,Yes,4.3,968,"Cafe, Continental, American, Burger",750.0,Dine-out,Lavelle Road
38682,The Konkan - Seafood Restaurant,Yes,Yes,4.4,219,"Seafood, Konkan, Mangalorean",850.0,Dine-out,Lavelle Road
38683,ASEAN - On The Edge,Yes,Yes,4.5,871,"Asian, Thai",1800.0,Dine-out,Lavelle Road
38684,RS Shiv Sagar,No,No,4.1,538,"South Indian, North Indian, Chinese",500.0,Dine-out,Lavelle Road
38685,Mynt - The Taj West End,No,Yes,4.1,342,"Italian, North Indian, Lebanese",2500.0,Dine-out,Lavelle Road
38686,20 Feet High,Yes,Yes,4.0,938,"American, Continental, Steak, Salad",1000.0,Dine-out,Lavelle Road
38687,Kitchen On Table,Yes,No,4.0,55,"Japanese, Sushi, Asian",1500.0,Dine-out,Lavelle Road
38688,Hotel Tom's Restaurant,Yes,Yes,4.4,719,"Mangalorean, Seafood, Chinese, North Indian",1000.0,Dine-out,Lavelle Road
38689,Mahjong Room - WelcomHotel Bengaluru,No,Yes,4.4,127,Chinese,1200.0,Dine-out,Lavelle Road
38690,The Market - The Ritz-Carlton,No,Yes,4.3,620,"North Indian, European, Thai",3400.0,Dine-out,Lavelle Road
38691,WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,"Asian, Continental, North Indian",2000.0,Dine-out,Lavelle Road
38692,Amber Rush Restobar,No,Yes,4.1,101,"Continental, Chinese, Fast Food",1000.0,Dine-out,Lavelle Road
38693,Anupam's Coast II Coast,Yes,Yes,4.2,856,"Seafood, Mangalorean, North Indian, Chinese",1400.0,Dine-out,Lavelle Road
38694,Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,361,"North Indian, Mughlai",3500.0,Dine-out,Lavelle Road
38695,Cobaja,Yes,Yes,4.3,74,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",700.0,Dine-out,Lavelle Road
38696,Laughing Llama Gastropub,Yes,Yes,4.2,404,"Finger Food, Continental, Pizza",1600.0,Dine-out,Lavelle Road
38697,Plan B,No,No,4.2,2028,"American, Finger Food, BBQ, Steak",1200.0,Dine-out,Lavelle Road
38698,Japan Travel Cafe Azuki,No,No,4.3,72,"Cafe, Japanese",400.0,Dine-out,Lavelle Road
38699,Little Green Cafe,No,No,4.3,792,"Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900.0,Dine-out,Lavelle Road
38700,Kobe Sizzlers,Yes,No,4.1,1131,"American, Continental, Fast Food, Steak",1500.0,Dine-out,Lavelle Road
38701,Coconut Grove,No,Yes,3.9,684,"South Indian, Chettinad, Kerala, Seafood",1200.0,Dine-out,Lavelle Road
38702,Pashto,No,No,4.1,787,"North Indian, Mughlai, Afghan",800.0,Dine-out,Lavelle Road
38703,Smaaash,No,Yes,4.2,546,"North Indian, Pizza, Chinese",1500.0,Dine-out,Lavelle Road
38704,Season - Adarsh Hamilton,No,Yes,4.3,330,"North Indian, Chinese, South Indian, Continental",1200.0,Dine-out,Lavelle Road
38705,Edo Restaurant & Bar - ITC Gardenia,No,Yes,4.3,237,Japanese,4000.0,Dine-out,Lavelle Road
38706,Hamza,No,No,3.9,168,"North Indian, Chinese",500.0,Dine-out,Lavelle Road
38707,Roomali,No,Yes,4.0,178,North Indian,1300.0,Dine-out,Lavelle Road
38708,CafMor'ish,Yes,No,4.1,117,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Dine-out,Lavelle Road
38709,Riwaz - The Ritz-Carlton,No,Yes,4.1,275,North Indian,4000.0,Dine-out,Lavelle Road
38710,Masala Klub - The Taj West End,No,Yes,4.4,309,"North Indian, South Indian",4000.0,Dine-out,Lavelle Road
38711,Kudla - Hotel Ramanashree,Yes,Yes,4.2,354,"South Indian, Andhra, Chinese",1200.0,Dine-out,Lavelle Road
38712,Panchavati Gaurav Thali,No,Yes,4.0,930,"Rajasthani, Gujarati",800.0,Dine-out,Lavelle Road
38713,Oye Amritsar,Yes,Yes,4.1,456,North Indian,600.0,Dine-out,Lavelle Road
38714,Pecos Classic,No,Yes,4.1,557,Finger Food,1100.0,Dine-out,Lavelle Road
38715,My Space - WelcomeHotel Bengaluru,No,No,3.9,23,Finger Food,2000.0,Dine-out,Lavelle Road
38716,Guzzlers Inn,No,No,3.9,951,"North Indian, Chinese",1100.0,Dine-out,Lavelle Road
38717,Chin Lung Resto Bar,No,No,4.0,434,"North Indian, Chinese, Fast Food",1000.0,Dine-out,Lavelle Road
38718,Puran da Dhaba - The Pride Hotel,Yes,No,4.0,166,North Indian,1700.0,Dine-out,Lavelle Road
38719,Le Rock,Yes,No,4.1,1214,"Continental, Chinese",2000.0,Dine-out,Lavelle Road
38720,Red Onion,Yes,Yes,4.3,569,"Chinese, North Indian, Biryani, Kebab",1200.0,Dine-out,Lavelle Road
38721,Qissa Khawani,Yes,No,4.3,327,"North Indian, Mughlai",800.0,Dine-out,Lavelle Road
38722,Ging - Royal Orchid Central,Yes,Yes,4.4,232,Asian,2000.0,Dine-out,Lavelle Road
